fecha,gps,longitud,latitud,cuenca,region,codigo_region,codigo_distrito,poblacion,organizacion,permiso,ano_construcion,tipo_extracion,grupo_tipo_extracion,grupo_gestion,pago,calidad_agua,calida_grupo,cantidad,fuente,tipo_PuntoAgua
2011-02-01,436,37.1,-6.69499935        ,Wami / Ruvu            ,Morogoro     ,5,1,120,VWC             ,Y,1976,swn 80       ,swn 80         ,user-group,never pay            ,soft           ,good   ,insufficient,shallow well        ,hand pump                  
2011-02-01,435,37.1,-6.69178022        ,Wami / Ruvu            ,Morogoro     ,5,1,230,WUG             ,Y,1976,swn 80       ,swn 80         ,user-group,pay monthly          ,soft           ,good   ,enough      ,shallow well        ,hand pump                  
2011-02-01,436,37.1,-6.68970773        ,Wami / Ruvu            ,Morogoro     ,5,1,180,WUG             ,Y,2010,submersible  ,submersible    ,user-group,pay per bucket       ,soft           ,good   ,enough      ,shallow well        ,communal standpipe         
2011-02-02,431,37.1,-6.70966873        ,Wami / Ruvu            ,Morogoro     ,5,1,171,VWC             ,Y,1976,swn 80       ,swn 80         ,user-group,never pay            ,soft           ,good   ,insufficient,shallow well        ,hand pump                  
2011-02-03,1600,35,-8.94881081        ,Rufiji                 ,Iringa       ,11,4,120,VWC             ,N,2010,other - rope ,rope pump      ,user-group,pay when scheme fails,soft           ,good   ,enough      ,hand dtw            ,hand pump                  
2011-02-03,1621,35,-8.95296722        ,Rufiji                 ,Iringa       ,11,4,40,VWC             ,N,1979,gravity      ,gravity        ,user-group,never pay            ,soft           ,good   ,enough      ,river               ,communal standpipe         
2011-02-03,438,37.1,-6.69330953        ,Wami / Ruvu            ,Morogoro     ,5,1,100,VWC             ,Y,1976,other        ,other          ,user-group,never pay            ,soft           ,good   ,insufficient,shallow well        ,other                      
2011-02-03,434,37.1,-6.74762185        ,Wami / Ruvu            ,Morogoro     ,5,1,800,VWC             ,Y,2000,nira/tanira  ,nira/tanira    ,user-group,pay monthly          ,soft           ,good   ,insufficient,shallow well        ,hand pump                  
2011-02-03,1627,35,-8.95845846        ,Rufiji                 ,Iringa       ,11,4,80,VWC             ,N,1979,gravity      ,gravity        ,user-group,never pay            ,soft           ,good   ,enough      ,river               ,communal standpipe         
2011-02-03,1612,35,-8.95369292        ,Rufiji                 ,Iringa       ,11,4,40,VWC             ,N,1979,gravity      ,gravity        ,user-group,never pay            ,soft           ,good   ,enough      ,river               ,communal standpipe         
2011-02-03,429,37.2,-6.75377843        ,Wami / Ruvu            ,Morogoro     ,5,1,98,VWC             ,Y,2003,other        ,other          ,user-group,pay monthly          ,soft           ,good   ,enough      ,shallow well        ,other                      
2011-02-03,1558,35,-8.88238707        ,Rufiji                 ,Iringa       ,11,4,100,Water Board     ,N,2008,gravity      ,gravity        ,user-group,pay when scheme fails,soft           ,good   ,enough      ,spring              ,communal standpipe         
2011-02-03,-13,39.5,-7.06448803        ,Wami / Ruvu            ,Dar es Salaam,7,3,80,VWC             ,N,2000,submersible  ,submersible    ,user-group,pay per bucket       ,soft           ,good   ,enough      ,machine dbh         ,communal standpipe         
2011-02-03,1620,35,-8.95129845        ,Rufiji                 ,Iringa       ,11,4,80,VWC             ,N,2010,other - rope ,rope pump      ,user-group,pay when scheme fails,soft           ,good   ,enough      ,hand dtw            ,hand pump                  
2011-02-03,432,37.1,-6.75937916        ,Wami / Ruvu            ,Morogoro     ,5,1,250,VWC             ,Y,2009,swn 80       ,swn 80         ,user-group,pay monthly          ,soft           ,good   ,enough      ,shallow well        ,hand pump                  
2011-02-03,435,37.1,-6.75767687        ,Wami / Ruvu            ,Morogoro     ,5,1,130,VWC             ,Y,1976,other        ,other          ,user-group,pay monthly          ,soft           ,good   ,dry         ,shallow well        ,hand pump                  
2011-02-03,461,37.1,-6.80195905        ,Wami / Ruvu            ,Morogoro     ,5,1,350,VWC             ,Y,1974,swn 80       ,swn 80         ,user-group,pay when scheme fails,soft           ,good   ,insufficient,shallow well        ,hand pump                  
2011-02-03,444,37.1,-6.74638399        ,Wami / Ruvu            ,Morogoro     ,5,1,150,VWC             ,Y,1985,swn 80       ,swn 80         ,user-group,pay monthly          ,soft           ,good   ,enough      ,shallow well        ,hand pump                  
2011-02-03,431,37.2,-6.75827053        ,Wami / Ruvu            ,Morogoro     ,5,1,150,VWC             ,Y,1982,other        ,other          ,user-group,pay monthly          ,soft           ,good   ,insufficient,shallow well        ,other                      
2011-02-03,427,37.2,-6.76088779        ,Wami / Ruvu            ,Morogoro     ,5,1,260,VWC             ,Y,1982,other        ,other          ,user-group,pay monthly          ,coloured       ,colored,insufficient,shallow well        ,other                      
2011-02-03,421,37.3,-6.75943105        ,Wami / Ruvu            ,Morogoro     ,5,1,100,VWC             ,Y,2003,submersible  ,submersible    ,user-group,pay monthly          ,soft           ,good   ,insufficient,machine dbh         ,communal standpipe         
2011-02-03,402,37.4,-6.75694289        ,Wami / Ruvu            ,Morogoro     ,5,1,1239,WUG             ,Y,2003,india mark ii,india mark ii  ,user-group,pay per bucket       ,coloured       ,colored,insufficient,shallow well        ,hand pump                  
2011-02-03,479,37.1,-6.80158032        ,Wami / Ruvu            ,Morogoro     ,5,1,60,VWC             ,Y,2003,submersible  ,submersible    ,user-group,pay monthly          ,soft           ,good   ,insufficient,machine dbh         ,communal standpipe         
2011-02-03,404,37.3,-6.71356207        ,Wami / Ruvu            ,Morogoro     ,5,1,300,VWC             ,Y,2003,submersible  ,submersible    ,user-group,pay monthly          ,soft           ,good   ,insufficient,machine dbh         ,communal standpipe         
2011-02-03,468,37.1,-6.79918223        ,Wami / Ruvu            ,Morogoro     ,5,1,500,WUG             ,Y,2003,submersible  ,submersible    ,user-group,pay monthly          ,soft           ,good   ,insufficient,machine dbh         ,communal standpipe         
2011-02-04,1469,34.5,-8.99543055        ,Rufiji                 ,Iringa       ,11,4,1,WUA             ,Y,2010,gravity      ,gravity        ,user-group,pay when scheme fails,soft           ,good   ,enough      ,river               ,communal standpipe         
2011-02-04,1503,34.5,-8.95918376        ,Rufiji                 ,Iringa       ,11,4,145,WUA             ,Y,1978,gravity      ,gravity        ,user-group,pay monthly          ,soft           ,good   ,seasonal    ,river               ,communal standpipe         
2011-02-04,1514,34.5,-8.96502297        ,Rufiji                 ,Iringa       ,11,4,125,WUA             ,Y,1978,gravity      ,gravity        ,user-group,pay monthly          ,soft           ,good   ,seasonal    ,river               ,communal standpipe         
2011-02-04,1483,34.5,-8.9557644         ,Rufiji                 ,Iringa       ,11,4,75,WUA             ,Y,1978,gravity      ,gravity        ,user-group,pay monthly          ,soft           ,good   ,enough      ,river               ,communal standpipe         
2011-02-04,1479,34.5,-8.97468412        ,Rufiji                 ,Iringa       ,11,4,125,WUA             ,Y,1978,gravity      ,gravity        ,user-group,pay monthly          ,soft           ,good   ,seasonal    ,river               ,communal standpipe         
2011-02-04,1502,34.5,-8.9718456         ,Rufiji                 ,Iringa       ,11,4,128,WUA             ,Y,1978,gravity      ,gravity        ,user-group,pay monthly          ,soft           ,good   ,dry         ,river               ,communal standpipe         
2011-02-14,1764,35.8,-8.02782346        ,Rufiji                 ,Iringa       ,11,7,1,VWC             ,Y,2008,swn 80       ,swn 80         ,user-group,never pay            ,soft           ,good   ,enough      ,machine dbh         ,hand pump                  
2011-02-14,1750,35.8,-8.03521646        ,Rufiji                 ,Iringa       ,11,7,1,VWC             ,Y,2008,afridev      ,afridev        ,user-group,pay monthly          ,coloured       ,colored,dry         ,machine dbh         ,hand pump                  
2011-02-14,1754,35.8,-8.02626699        ,Rufiji                 ,Iringa       ,11,7,1,VWC             ,Y,2010,afridev      ,afridev        ,user-group,never pay            ,soft           ,good   ,enough      ,machine dbh         ,hand pump                  
2011-02-15,223,39,-7.01035413        ,Wami / Ruvu            ,Pwani        ,60,33,1,VWC             ,Y,1995,nira/tanira  ,nira/tanira    ,user-group,never pay            ,soft           ,good   ,insufficient,shallow well        ,hand pump                  
2011-02-15,286,38.9,-7.14177278        ,Wami / Ruvu            ,Pwani        ,60,33,1,Private operator,Y,2008,gravity      ,gravity        ,commercial,never pay            ,soft           ,good   ,insufficient,rainwater harvesting,communal standpipe multiple
2011-02-15,-19,39.7,-7.97266383        ,Rufiji                 ,Pwani        ,60,67,1,Other           ,N,,submersible  ,submersible    ,user-group,pay per bucket       ,soft           ,good   ,enough      ,machine dbh         ,communal standpipe         
2011-02-15,1832,35.8,-8.06208418        ,Rufiji                 ,Iringa       ,11,7,100,VWC             ,Y,2009,india mark ii,india mark ii  ,user-group,pay monthly          ,soft           ,good   ,enough      ,machine dbh         ,hand pump                  
2011-02-15,1906,35.8,-8.08195591        ,Rufiji                 ,Iringa       ,11,7,1,VWC             ,Y,2009,india mark ii,india mark ii  ,user-group,pay monthly          ,soft           ,good   ,enough      ,machine dbh         ,hand pump                  
2011-02-16,1827,35.8,-8.08149573        ,Rufiji                 ,Iringa       ,11,7,400,VWC             ,Y,2009,india mark ii,india mark ii  ,user-group,never pay            ,soft           ,good   ,enough      ,machine dbh         ,hand pump                  
2011-02-16,261,38.9,-7.11168391        ,Wami / Ruvu            ,Pwani        ,60,33,185,Private operator,N,2008,gravity      ,gravity        ,commercial,unknown              ,soft           ,good   ,seasonal    ,rainwater harvesting,communal standpipe         
2011-02-16,1826,35.8,-8.09385863        ,Rufiji                 ,Iringa       ,11,7,650,VWC             ,Y,2009,india mark ii,india mark ii  ,user-group,never pay            ,soft           ,good   ,enough      ,machine dbh         ,hand pump                  
2011-02-16,137,39,-7.18781273        ,Wami / Ruvu            ,Pwani        ,60,33,1,VWC             ,N,2001,india mark ii,india mark iii ,user-group,pay per bucket       ,soft           ,good   ,insufficient,machine dbh         ,hand pump                  
2011-02-16,142,38.9,-7.20322603        ,Wami / Ruvu            ,Pwani        ,60,33,1,VWC             ,N,2004,india mark ii,india mark iii ,user-group,pay per bucket       ,soft           ,good   ,dry         ,machine dbh         ,hand pump                  
2011-02-16,1849,35.8,-8.09287786        ,Rufiji                 ,Iringa       ,11,7,400,VWC             ,Y,2009,india mark ii,india mark ii  ,user-group,never pay            ,soft           ,good   ,enough      ,machine dbh         ,hand pump                  
2011-02-16,286,38.9,-7.16347903        ,Wami / Ruvu            ,Pwani        ,60,33,200,Private operator,N,2009,gravity      ,gravity        ,commercial,never pay            ,soft           ,good   ,insufficient,rainwater harvesting,communal standpipe         
2011-02-16,1825,35.8,-8.09360952        ,Rufiji                 ,Iringa       ,11,7,650,VWC             ,Y,1974,gravity      ,gravity        ,user-group,never pay            ,soft           ,good   ,enough      ,river               ,communal standpipe         
2011-02-17,275,38.9,-7.11890947        ,Wami / Ruvu            ,Pwani        ,60,33,330,Private operator,N,2006,gravity      ,gravity        ,commercial,never pay            ,soft           ,good   ,insufficient,rainwater harvesting,communal standpipe         
2011-02-17,1556,35.7,-7.80853242        ,Rufiji                 ,Iringa       ,11,1,1,VWC             ,Y,2008,gravity      ,gravity        ,user-group,never pay            ,soft           ,good   ,seasonal    ,spring              ,communal standpipe         
2011-02-17,1557,35.7,-7.81630162        ,Rufiji                 ,Iringa       ,11,1,1,VWC             ,Y,2008,gravity      ,gravity        ,user-group,never pay            ,soft           ,good   ,enough      ,spring              ,communal standpipe         
2011-02-17,266,38.9,-7.12212874        ,Wami / Ruvu            ,Pwani        ,60,33,500,VWC             ,N,2002,india mark ii,india mark ii  ,user-group,never pay            ,soft           ,good   ,enough      ,machine dbh         ,hand pump                  
2011-02-17,1553,35.7,-7.80259121        ,Rufiji                 ,Iringa       ,11,1,1,VWC             ,Y,2008,gravity      ,gravity        ,user-group,never pay            ,soft           ,good   ,dry         ,spring              ,communal standpipe         
2011-02-17,278,38.8,-7.16136686        ,Wami / Ruvu            ,Pwani        ,60,33,1800,VWC             ,N,1995,other        ,other          ,user-group,never pay            ,milky          ,milky  ,enough      ,shallow well        ,hand pump                  
2011-02-17,1792,35.8,-7.91210546        ,Rufiji                 ,Iringa       ,11,7,600,VWC             ,Y,2008,afridev      ,afridev        ,user-group,unknown              ,soft           ,good   ,enough      ,machine dbh         ,hand pump                  
2011-02-18,74,39.1,-7.541181699999999 ,Rufiji                 ,Pwani        ,60,53,454,Private operator,Y,2009,mono         ,mono           ,commercial,pay per bucket       ,salty          ,salty  ,enough      ,machine dbh         ,communal standpipe         
2011-02-18,1630,35.8,-7.86118172        ,Rufiji                 ,Iringa       ,11,1,500,VWC             ,Y,2003,other        ,other          ,user-group,never pay            ,soft           ,good   ,dry         ,machine dbh         ,other                      
2011-02-18,1784,35.7,-8.10384422        ,Rufiji                 ,Iringa       ,11,7,250,VWC             ,Y,2005,gravity      ,gravity        ,user-group,pay monthly          ,soft           ,good   ,enough      ,spring              ,communal standpipe         
2011-02-18,2279,34.1,-9.19724053        ,Lake Nyasa             ,Iringa       ,11,3,0,VWC             ,N,2007,gravity      ,gravity        ,user-group,pay monthly          ,soft           ,good   ,enough      ,spring              ,communal standpipe         
2011-02-18,326,38.8,-7.20666337        ,Wami / Ruvu            ,Pwani        ,60,33,600,VWC             ,N,2002,india mark ii,india mark iii ,user-group,pay per bucket       ,soft           ,good   ,seasonal    ,spring              ,hand pump                  
2011-02-18,2284,34.1,-9.200464          ,Lake Nyasa             ,Iringa       ,11,3,0,VWC             ,Y,2007,gravity      ,gravity        ,user-group,pay monthly          ,soft           ,good   ,enough      ,spring              ,communal standpipe         
2011-02-18,2287,34.1,-9.20221873        ,Lake Nyasa             ,Iringa       ,11,3,0,VWC             ,Y,2007,gravity      ,gravity        ,user-group,pay monthly          ,soft           ,good   ,enough      ,spring              ,communal standpipe         
2011-02-18,1792,35.7,-8.1079304         ,Rufiji                 ,Iringa       ,11,7,1,VWC             ,Y,2005,gravity      ,gravity        ,user-group,never pay            ,soft           ,good   ,enough      ,spring              ,communal standpipe         
2011-02-18,56,39.2,-7.112558          ,Wami / Ruvu            ,Pwani        ,60,43,4280,Private operator,N,2011,submersible  ,submersible    ,commercial,pay per bucket       ,soft           ,good   ,insufficient,machine dbh         ,communal standpipe         
2011-02-18,345,38.8,-7.20334274        ,Wami / Ruvu            ,Pwani        ,60,33,50,Trust           ,N,2002,gravity      ,gravity        ,commercial,never pay            ,soft           ,good   ,insufficient,spring              ,communal standpipe         
2011-02-18,106,39.2,-7.10328642        ,Wami / Ruvu            ,Pwani        ,60,43,500,Private operator,N,2011,submersible  ,submersible    ,commercial,never pay            ,salty          ,salty  ,insufficient,machine dbh         ,communal standpipe         
2011-02-18,1954,35.2,-8.32059248        ,Rufiji                 ,Iringa       ,11,2,0,VWC             ,Y,2000,swn 80       ,swn 80         ,user-group,never pay            ,soft           ,good   ,insufficient,hand dtw            ,hand pump                  
2011-02-18,341,38.8,-7.20243819        ,Wami / Ruvu            ,Pwani        ,60,33,350,Private operator,N,1998,india mark ii,india mark iii ,commercial,pay per bucket       ,salty abandoned,salty  ,insufficient,machine dbh         ,hand pump                  
2011-02-18,89,39.2,-7.11119166        ,Wami / Ruvu            ,Pwani        ,60,43,4280,Private operator,N,2003,india mark ii,india mark iii ,commercial,never pay            ,soft           ,good   ,enough      ,shallow well        ,hand pump                  
2011-02-18,301,38.8,-7.14241327        ,Wami / Ruvu            ,Pwani        ,60,33,500,VWC             ,N,2008,other        ,other          ,user-group,never pay            ,unknown        ,unknown,dry         ,dam                 ,communal standpipe         
2011-02-18,1823,35.7,-8.11760968        ,Rufiji                 ,Iringa       ,11,7,450,VWC             ,Y,1995,gravity      ,gravity        ,user-group,never pay            ,soft           ,good   ,enough      ,river               ,communal standpipe         
2011-02-18,1763,35.7,-8.06201919        ,Rufiji                 ,Iringa       ,11,7,300,VWC             ,Y,1984,gravity      ,gravity        ,user-group,never pay            ,soft           ,good   ,dry         ,river               ,communal standpipe         
2011-02-18,71,39.2,-7.12621611        ,Wami / Ruvu            ,Pwani        ,60,43,4782,Private operator,N,2010,submersible  ,submersible    ,commercial,never pay            ,salty          ,salty  ,enough      ,machine dbh         ,communal standpipe multiple
2011-02-18,66,39.1,-7.53771531        ,Rufiji                 ,Pwani        ,60,53,454,VWC             ,Y,2005,gravity      ,gravity        ,user-group,pay per bucket       ,soft           ,good   ,insufficient,spring              ,communal standpipe         
2011-02-18,295,38.8,-7.13617285        ,Wami / Ruvu            ,Pwani        ,60,33,500,Private operator,N,2006,submersible  ,submersible    ,commercial,never pay            ,salty          ,salty  ,enough      ,machine dbh         ,hand pump                  
2011-02-18,85,39.2,-7.11817078        ,Wami / Ruvu            ,Pwani        ,60,43,4208,WUG             ,N,,submersible  ,submersible    ,user-group,pay per bucket       ,soft           ,good   ,enough      ,machine dbh         ,communal standpipe         
2011-02-18,1818,35.7,-8.11773317        ,Rufiji                 ,Iringa       ,11,7,150,VWC             ,Y,1995,gravity      ,gravity        ,user-group,never pay            ,soft           ,good   ,enough      ,river               ,communal standpipe         
2011-02-18,1562,35.7,-7.82923873        ,Rufiji                 ,Iringa       ,11,1,1,VWC             ,Y,2001,gravity      ,gravity        ,user-group,never pay            ,soft           ,good   ,dry         ,spring              ,communal standpipe         
2011-02-18,293,38.8,-7.14076261        ,Wami / Ruvu            ,Pwani        ,60,33,500,VWC             ,Y,2008,gravity      ,gravity        ,user-group,never pay            ,soft           ,good   ,enough      ,spring              ,communal standpipe         
2011-02-18,1771,35.7,-8.09014907        ,Rufiji                 ,Iringa       ,11,7,150,VWC             ,Y,2005,gravity      ,gravity        ,user-group,never pay            ,soft           ,good   ,enough      ,spring              ,communal standpipe         
2011-02-18,1769,35.7,-8.06875959        ,Rufiji                 ,Iringa       ,11,7,100,VWC             ,Y,2005,gravity      ,gravity        ,user-group,pay monthly          ,soft           ,good   ,enough      ,river               ,communal standpipe         
