fecha,gps,longitud,latitud,cuenca,region,codigo_region,codigo_distrito,poblacion,organizacion,permiso,ano_construcion,tipo_extracion,grupo_tipo_extracion,grupo_gestion,pago,calidad_agua,calida_grupo,cantidad,fuente,tipo_PuntoAgua
2011-01-04,1619,34.5,-9.013395,'Rufiji                 ','Iringa       ',11,4,350,'WUA             ',Y,1978,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','dry         ','river               ','communal standpipe         '
2011-01-04,1496,34.6,-8.972903,'Rufiji                 ','Iringa       ',11,4,96,'WUA             ',Y,1978,'gravity      ','gravity        ',user-group,'pay when scheme fails','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-01-04,1414,34.6,-8.925014,'Rufiji                 ','Iringa       ',11,4,52,'WUA             ',Y,1978,'gravity      ','gravity        ',user-group,'pay when scheme fails','soft           ','good   ','dry         ','river               ','communal standpipe         '
2011-01-04,1425,34.6,-8.934427,'Rufiji                 ','Iringa       ',11,4,350,'WUA             ',Y,1978,'gravity      ','gravity        ',user-group,'pay when scheme fails','soft           ','good   ','dry         ','river               ','communal standpipe         '
2011-01-04,1468,34.6,-8.942081,'Rufiji                 ','Iringa       ',11,4,360,'WUA             ',Y,1978,'gravity      ','gravity        ',user-group,'pay when scheme fails','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-01-04,1563,34.5,-8.992901,'Rufiji                 ','Iringa       ',11,4,50,'WUA             ',Y,2006,'swn 80       ','swn 80         ',user-group,'pay monthly          ','soft           ','good   ','enough      ','hand dtw            ','hand pump                  '
2011-01-04,1440,34.6,-8.935624,'Rufiji                 ','Iringa       ',11,4,20,'WUA             ',Y,1978,'gravity      ','gravity        ',user-group,'pay when scheme fails','soft           ','good   ','dry         ','river               ','communal standpipe         '
2011-01-04,1392,34.6,-8.904954,'Rufiji                 ','Iringa       ',11,4,52,'WUA             ',Y,1978,'gravity      ','gravity        ',user-group,'pay when scheme fails','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-01-04,1491,34.6,-8.959569,'Rufiji                 ','Iringa       ',11,4,250,'WUA             ',Y,1978,'gravity      ','gravity        ',user-group,'pay when scheme fails','soft           ','good   ','dry         ','river               ','communal standpipe         '
2011-01-08,0,34,-9.438745,'Lake Nyasa             ','Mbeya        ',12,3,0,'VWC             ',Y,1997.097914,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','dry         ','spring              ','communal standpipe         '
2011-01-08,0,34,-9.415247,'Lake Nyasa             ','Mbeya        ',12,3,0,'VWC             ',Y,1997.097914,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','dry         ','spring              ','communal standpipe         '
2011-01-08,0,34,-9.492512,'Lake Nyasa             ','Mbeya        ',12,3,0,'VWC             ',Y,1997.097914,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-01-08,0,34,-9.416496,'Lake Nyasa             ','Mbeya        ',12,3,0,'VWC             ',Y,1997.097914,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-01-08,0,34,-9.491747,'Lake Nyasa             ','Mbeya        ',12,3,0,'VWC             ',Y,1997.097914,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-01-08,0,34,-9.489557,'Lake Nyasa             ','Mbeya        ',12,3,0,'VWC             ',Y,1997.097914,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-01-08,0,34,-9.490893,'Lake Nyasa             ','Mbeya        ',12,3,0,'VWC             ',Y,1997.097914,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-01-08,0,33.9,-9.421294,'Lake Nyasa             ','Mbeya        ',12,3,0,'VWC             ',Y,1997.097914,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-01-08,0,34,-9.409846,'Lake Nyasa             ','Mbeya        ',12,3,0,'VWC             ',Y,1997.097914,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-01-08,0,34,-9.484687,'Lake Nyasa             ','Mbeya        ',12,3,0,'VWC             ',Y,1997.097914,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-01-08,0,34,-9.414517,'Lake Nyasa             ','Mbeya        ',12,3,0,'VWC             ',Y,1997.097914,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-01-08,0,34,-9.462759,'Lake Nyasa             ','Mbeya        ',12,3,0,'VWC             ',Y,1997.097914,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-01-08,0,34,-9.428738,'Lake Nyasa             ','Mbeya        ',12,3,0,'VWC             ',Y,1997.097914,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','dry         ','spring              ','communal standpipe         '
2011-01-08,0,34,-9.420563,'Lake Nyasa             ','Mbeya        ',12,3,0,'VWC             ',Y,1997.097914,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe multiple'
2011-01-08,0,33.9,-9.422229,'Lake Nyasa             ','Mbeya        ',12,3,0,'VWC             ',Y,1997.097914,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-01-08,0,34,-9.42627,'Lake Nyasa             ','Mbeya        ',12,3,0,'VWC             ',Y,1997.097914,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-01,437,37.1,-6.698165,'Wami / Ruvu            ','Morogoro     ',5,1,90,'VWC             ',Y,1976,'other        ','other          ',user-group,'never pay            ','soft           ','good   ',insufficient,'shallow well        ','other                      '
2011-02-01,428,37.1,-6.695012,'Wami / Ruvu            ','Morogoro     ',5,1,258,'WUG             ',Y,2010,'submersible  ','submersible    ',user-group,'pay per bucket       ','salty          ','salty  ',insufficient,'shallow well        ','communal standpipe         '
2011-02-01,444,37.1,-6.69115,'Wami / Ruvu            ','Morogoro     ',5,1,140,'WUG             ',Y,1976,'swn 80       ','swn 80         ',user-group,'never pay            ','soft           ','good   ','enough      ','shallow well        ','hand pump                  '
2011-02-01,436,37.1,-6.694999,'Wami / Ruvu            ','Morogoro     ',5,1,120,'VWC             ',Y,1976,'swn 80       ','swn 80         ',user-group,'never pay            ','soft           ','good   ',insufficient,'shallow well        ','hand pump                  '
2011-02-01,435,37.1,-6.69178,'Wami / Ruvu            ','Morogoro     ',5,1,230,'WUG             ',Y,1976,'swn 80       ','swn 80         ',user-group,'pay monthly          ','soft           ','good   ','enough      ','shallow well        ','hand pump                  '
2011-02-01,436,37.1,-6.689708,'Wami / Ruvu            ','Morogoro     ',5,1,180,'WUG             ',Y,2010,'submersible  ','submersible    ',user-group,'pay per bucket       ','soft           ','good   ','enough      ','shallow well        ','communal standpipe         '
2011-02-02,431,37.1,-6.709669,'Wami / Ruvu            ','Morogoro     ',5,1,171,'VWC             ',Y,1976,'swn 80       ','swn 80         ',user-group,'never pay            ','soft           ','good   ',insufficient,'shallow well        ','hand pump                  '
2011-02-03,1600,35,-8.948811,'Rufiji                 ','Iringa       ',11,4,120,'VWC             ',N,2010,'other - rope ','rope pump      ',user-group,'pay when scheme fails','soft           ','good   ','enough      ','hand dtw            ','hand pump                  '
2011-02-03,1621,35,-8.952967,'Rufiji                 ','Iringa       ',11,4,40,'VWC             ',N,1979,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-03,438,37.1,-6.69331,'Wami / Ruvu            ','Morogoro     ',5,1,100,'VWC             ',Y,1976,'other        ','other          ',user-group,'never pay            ','soft           ','good   ',insufficient,'shallow well        ','other                      '
2011-02-03,434,37.1,-6.747622,'Wami / Ruvu            ','Morogoro     ',5,1,800,'VWC             ',Y,2000,'nira/tanira  ','nira/tanira    ',user-group,'pay monthly          ','soft           ','good   ',insufficient,'shallow well        ','hand pump                  '
2011-02-03,1627,35,-8.958458,'Rufiji                 ','Iringa       ',11,4,80,'VWC             ',N,1979,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-03,1612,35,-8.953693,'Rufiji                 ','Iringa       ',11,4,40,'VWC             ',N,1979,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-03,429,37.2,-6.753778,'Wami / Ruvu            ','Morogoro     ',5,1,98,'VWC             ',Y,2003,'other        ','other          ',user-group,'pay monthly          ','soft           ','good   ','enough      ','shallow well        ','other                      '
2011-02-03,1558,35,-8.882387,'Rufiji                 ','Iringa       ',11,4,100,'Water Board     ',N,2008,'gravity      ','gravity        ',user-group,'pay when scheme fails','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-03,-13,39.5,-7.064488,'Wami / Ruvu            ','Dar es Salaam',7,3,80,'VWC             ',N,2000,'submersible  ','submersible    ',user-group,'pay per bucket       ','soft           ','good   ','enough      ','machine dbh         ','communal standpipe         '
2011-02-03,1620,35,-8.951298,'Rufiji                 ','Iringa       ',11,4,80,'VWC             ',N,2010,'other - rope ','rope pump      ',user-group,'pay when scheme fails','soft           ','good   ','enough      ','hand dtw            ','hand pump                  '
2011-02-03,432,37.1,-6.759379,'Wami / Ruvu            ','Morogoro     ',5,1,250,'VWC             ',Y,2009,'swn 80       ','swn 80         ',user-group,'pay monthly          ','soft           ','good   ','enough      ','shallow well        ','hand pump                  '
2011-02-03,435,37.1,-6.757677,'Wami / Ruvu            ','Morogoro     ',5,1,130,'VWC             ',Y,1976,'other        ','other          ',user-group,'pay monthly          ','soft           ','good   ','dry         ','shallow well        ','hand pump                  '
2011-02-03,461,37.1,-6.801959,'Wami / Ruvu            ','Morogoro     ',5,1,350,'VWC             ',Y,1974,'swn 80       ','swn 80         ',user-group,'pay when scheme fails','soft           ','good   ',insufficient,'shallow well        ','hand pump                  '
2011-02-03,444,37.1,-6.746384,'Wami / Ruvu            ','Morogoro     ',5,1,150,'VWC             ',Y,1985,'swn 80       ','swn 80         ',user-group,'pay monthly          ','soft           ','good   ','enough      ','shallow well        ','hand pump                  '
2011-02-03,431,37.2,-6.758271,'Wami / Ruvu            ','Morogoro     ',5,1,150,'VWC             ',Y,1982,'other        ','other          ',user-group,'pay monthly          ','soft           ','good   ',insufficient,'shallow well        ','other                      '
2011-02-03,427,37.2,-6.760888,'Wami / Ruvu            ','Morogoro     ',5,1,260,'VWC             ',Y,1982,'other        ','other          ',user-group,'pay monthly          ','coloured       ',colored,insufficient,'shallow well        ','other                      '
2011-02-03,421,37.3,-6.759431,'Wami / Ruvu            ','Morogoro     ',5,1,100,'VWC             ',Y,2003,'submersible  ','submersible    ',user-group,'pay monthly          ','soft           ','good   ',insufficient,'machine dbh         ','communal standpipe         '
2011-02-03,479,37.1,-6.80158,'Wami / Ruvu            ','Morogoro     ',5,1,60,'VWC             ',Y,2003,'submersible  ','submersible    ',user-group,'pay monthly          ','soft           ','good   ',insufficient,'machine dbh         ','communal standpipe         '
2011-02-03,404,37.3,-6.713562,'Wami / Ruvu            ','Morogoro     ',5,1,300,'VWC             ',Y,2003,'submersible  ','submersible    ',user-group,'pay monthly          ','soft           ','good   ',insufficient,'machine dbh         ','communal standpipe         '
2011-02-03,468,37.1,-6.799182,'Wami / Ruvu            ','Morogoro     ',5,1,500,'WUG             ',Y,2003,'submersible  ','submersible    ',user-group,'pay monthly          ','soft           ','good   ',insufficient,'machine dbh         ','communal standpipe         '
2011-02-04,1469,34.5,-8.995431,'Rufiji                 ','Iringa       ',11,4,1,'WUA             ',Y,2010,'gravity      ','gravity        ',user-group,'pay when scheme fails','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-04,1503,34.5,-8.959184,'Rufiji                 ','Iringa       ',11,4,145,'WUA             ',Y,1978,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','seasonal    ','river               ','communal standpipe         '
2011-02-04,1514,34.5,-8.965023,'Rufiji                 ','Iringa       ',11,4,125,'WUA             ',Y,1978,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','seasonal    ','river               ','communal standpipe         '
2011-02-04,1483,34.5,-8.955764,'Rufiji                 ','Iringa       ',11,4,75,'WUA             ',Y,1978,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-04,1479,34.5,-8.974684,'Rufiji                 ','Iringa       ',11,4,125,'WUA             ',Y,1978,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','seasonal    ','river               ','communal standpipe         '
2011-02-04,1502,34.5,-8.971846,'Rufiji                 ','Iringa       ',11,4,128,'WUA             ',Y,1978,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','dry         ','river               ','communal standpipe         '
2011-02-14,1764,35.8,-8.027823,'Rufiji                 ','Iringa       ',11,7,1,'VWC             ',Y,2008,'swn 80       ','swn 80         ',user-group,'never pay            ','soft           ','good   ','enough      ','machine dbh         ','hand pump                  '
2011-02-14,1750,35.8,-8.035216,'Rufiji                 ','Iringa       ',11,7,1,'VWC             ',Y,2008,'afridev      ','afridev        ',user-group,'pay monthly          ','coloured       ',colored,'dry         ','machine dbh         ','hand pump                  '
2011-02-14,1754,35.8,-8.026267,'Rufiji                 ','Iringa       ',11,7,1,'VWC             ',Y,2010,'afridev      ','afridev        ',user-group,'never pay            ','soft           ','good   ','enough      ','machine dbh         ','hand pump                  '
2011-02-15,1832,35.8,-8.062084,'Rufiji                 ','Iringa       ',11,7,100,'VWC             ',Y,2009,'india mark ii','india mark ii  ',user-group,'pay monthly          ','soft           ','good   ','enough      ','machine dbh         ','hand pump                  '
2011-02-15,1906,35.8,-8.081956,'Rufiji                 ','Iringa       ',11,7,1,'VWC             ',Y,2009,'india mark ii','india mark ii  ',user-group,'pay monthly          ','soft           ','good   ','enough      ','machine dbh         ','hand pump                  '
2011-02-16,1827,35.8,-8.081496,'Rufiji                 ','Iringa       ',11,7,400,'VWC             ',Y,2009,'india mark ii','india mark ii  ',user-group,'never pay            ','soft           ','good   ','enough      ','machine dbh         ','hand pump                  '
2011-02-16,1826,35.8,-8.093859,'Rufiji                 ','Iringa       ',11,7,650,'VWC             ',Y,2009,'india mark ii','india mark ii  ',user-group,'never pay            ','soft           ','good   ','enough      ','machine dbh         ','hand pump                  '
2011-02-16,1849,35.8,-8.092878,'Rufiji                 ','Iringa       ',11,7,400,'VWC             ',Y,2009,'india mark ii','india mark ii  ',user-group,'never pay            ','soft           ','good   ','enough      ','machine dbh         ','hand pump                  '
2011-02-16,1825,35.8,-8.09361,'Rufiji                 ','Iringa       ',11,7,650,'VWC             ',Y,1974,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-17,1556,35.7,-7.808532,'Rufiji                 ','Iringa       ',11,1,1,'VWC             ',Y,2008,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','seasonal    ','spring              ','communal standpipe         '
2011-02-17,1557,35.7,-7.816302,'Rufiji                 ','Iringa       ',11,1,1,'VWC             ',Y,2008,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-17,1553,35.7,-7.802591,'Rufiji                 ','Iringa       ',11,1,1,'VWC             ',Y,2008,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','dry         ','spring              ','communal standpipe         '
2011-02-17,1792,35.8,-7.912105,'Rufiji                 ','Iringa       ',11,7,600,'VWC             ',Y,2008,'afridev      ','afridev        ',user-group,'unknown              ','soft           ','good   ','enough      ','machine dbh         ','hand pump                  '
2011-02-18,1630,35.8,-7.861182,'Rufiji                 ','Iringa       ',11,1,500,'VWC             ',Y,2003,'other        ','other          ',user-group,'never pay            ','soft           ','good   ','dry         ','machine dbh         ','other                      '
2011-02-18,1784,35.7,-8.103844,'Rufiji                 ','Iringa       ',11,7,250,'VWC             ',Y,2005,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-18,2279,34.1,-9.197241,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,2007,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-18,2284,34.1,-9.200464,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',Y,2007,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-18,2287,34.1,-9.202219,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',Y,2007,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-18,1792,35.7,-8.10793,'Rufiji                 ','Iringa       ',11,7,1,'VWC             ',Y,2005,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-18,1954,35.2,-8.320592,'Rufiji                 ','Iringa       ',11,2,0,'VWC             ',Y,2000,'swn 80       ','swn 80         ',user-group,'never pay            ','soft           ','good   ',insufficient,'hand dtw            ','hand pump                  '
2011-02-18,1823,35.7,-8.11761,'Rufiji                 ','Iringa       ',11,7,450,'VWC             ',Y,1995,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-18,1763,35.7,-8.062019,'Rufiji                 ','Iringa       ',11,7,300,'VWC             ',Y,1984,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','dry         ','river               ','communal standpipe         '
2011-02-18,1818,35.7,-8.117733,'Rufiji                 ','Iringa       ',11,7,150,'VWC             ',Y,1995,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-18,1562,35.7,-7.829239,'Rufiji                 ','Iringa       ',11,1,1,'VWC             ',Y,2001,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','dry         ','spring              ','communal standpipe         '
2011-02-18,1771,35.7,-8.090149,'Rufiji                 ','Iringa       ',11,7,150,'VWC             ',Y,2005,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-18,1769,35.7,-8.06876,'Rufiji                 ','Iringa       ',11,7,100,'VWC             ',Y,2005,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-18,1757,35.7,-8.047754,'Rufiji                 ','Iringa       ',11,7,200,'VWC             ',Y,1984,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-18,1780,35.7,-8.095751,'Rufiji                 ','Iringa       ',11,7,390,'VWC             ',Y,2005,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-18,1641,35.8,-7.861259,'Rufiji                 ','Iringa       ',11,1,350,'VWC             ',Y,2003,'other        ','other          ',user-group,'never pay            ','soft           ','good   ','dry         ','machine dbh         ','other                      '
2011-02-18,1865,35.2,-8.332859,'Rufiji                 ','Iringa       ',11,2,0,'VWC             ',Y,2000,'swn 80       ','swn 80         ',user-group,'never pay            ','soft           ','good   ','enough      ','hand dtw            ','hand pump                  '
2011-02-18,1794,35.7,-8.105055,'Rufiji                 ','Iringa       ',11,7,1,'VWC             ',Y,2005,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-18,1880,35.7,-8.131743,'Rufiji                 ','Iringa       ',11,7,400,'VWC             ',Y,2009,'india mark ii','india mark ii  ',user-group,'never pay            ','soft           ','good   ','enough      ','machine dbh         ','hand pump                  '
2011-02-19,1583,35.7,-7.87319,'Rufiji                 ','Iringa       ',11,1,455,'VWC             ',Y,2005,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-19,1623,35.7,-7.866025,'Rufiji                 ','Iringa       ',11,1,1,'VWC             ',Y,1974,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','dry         ','spring              ','communal standpipe         '
2011-02-19,1992,35.7,-8.250887,'Rufiji                 ','Iringa       ',11,2,0,'VWC             ',Y,1997.097914,'ksb          ','submersible    ',user-group,'pay annually         ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-19,2358,34.1,-9.215447,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,1978,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-19,1856,35.2,-8.406697,'Rufiji                 ','Iringa       ',11,2,0,'Company         ',Y,1997.097914,'gravity      ','gravity        ',commercial,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-19,1887,35.9,-8.110285,'Rufiji                 ','Iringa       ',11,7,200,'VWC             ',Y,2010,'india mark ii','india mark ii  ',user-group,'never pay            ','soft           ','good   ','enough      ','machine dbh         ','hand pump                  '
2011-02-19,1865,35.3,-8.329132,'Rufiji                 ','Iringa       ',11,2,0,'VWC             ',Y,2000,'swn 80       ','swn 80         ',user-group,'pay annually         ','soft           ','good   ','enough      ','shallow well        ','hand pump                  '
2011-02-19,1612,35.7,-7.865041,'Rufiji                 ','Iringa       ',11,1,1,'VWC             ',Y,1974,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-19,1693,35.2,-8.232576,'Rufiji                 ','Iringa       ',11,2,0,'VWC             ',Y,1997.097914,'swn 80       ','swn 80         ',user-group,'never pay            ','coloured       ',colored,'enough      ','shallow well        ','hand pump                  '
2011-02-19,1936,35.9,-8.105272,'Rufiji                 ','Iringa       ',11,7,100,'VWC             ',Y,1975,'gravity      ','gravity        ',user-group,'pay per bucket       ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-19,2336,34.1,-9.222044,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,1978,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-19,1613,35.7,-7.863092,'Rufiji                 ','Iringa       ',11,1,1,'VWC             ',Y,1974,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','dry         ','spring              ','communal standpipe         '
2011-02-20,1959,35.9,-8.228001,'Rufiji                 ','Iringa       ',11,7,80,'VWC             ',Y,2003,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-20,1979,35.9,-8.226944,'Rufiji                 ','Iringa       ',11,7,100,'VWC             ',Y,2003,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-20,1707,35.3,-8.207581,'Rufiji                 ','Iringa       ',11,2,0,'VWC             ',Y,2000,'swn 80       ','swn 80         ',user-group,'never pay            ','soft           ','good   ','enough      ','shallow well        ','hand pump                  '
2011-02-20,1945,35.9,-8.22761,'Rufiji                 ','Iringa       ',11,7,150,'VWC             ',Y,2003,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-20,1970,35.9,-8.226265,'Rufiji                 ','Iringa       ',11,7,100,'VWC             ',Y,2003,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-20,2198,34.1,-9.290508,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,2006,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ',insufficient,'spring              ','communal standpipe         '
